fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,price,nasd_price,next_year_date,next_year_price,nasd_ny_price,symbol,Nasdaq_Performance,Stock_Performance,Label
2018-06-30,33863000,87822000,53959000,53959000,8943000,12275000,12645000,24920000,85000,-279000,,279000,176933000,1387000,7200000,7327000,10330000,2296000,279000,8034000,-2411000,10609000,17936000,8034000,472204000,230588000,76190000,76190000,93269000,48668000,222369000,212105000,81839000,3978000,3978000,10074000,,,1753000,10708000,6286000,129573000,71705000,51429000,,3161000,3161000,57868000,,183087000,3161000,57868000,183087000,2252000,,342631000,,48292000,20000,19634000.0,22143000,197000,,2043000,775000,7300000,21327000,-4987000,5853000,8034000,-23000000,-5272000,-3370000,,,,,,,0,,,1000,,19633000,773000,8034000.0,2018-08-07,0.64,0.4422,0.1978,44.7309,37.22999954223633,7883.660156,2019-08-07,10.210000038146973,7862.830078,AAOI,-0.2642183654269603,-72.57587922727737,0
2018-03-31,25836000,65239000,39403000,39403000,2170000,11930000,11736000,23666000,52000,-71000,,71000,64200000,-1046000,6800000,6964000,1124000,-996000,71000,2120000,8455000,1195000,8159000,2120000,475617000,241825000,82251000,82251000,92624000,53655000,213409000,204644000,78034000,4015000,4015000,10463000,0,,1048000,12247000,4750000,132323000,69859000,46223000,,2690000,2690000,62464000,,195462000,2690000,62464000,195462000,9196000,,343294000,,40258000,20000,19538000.0,-4064000,58000,,-3453000,9302000,6900000,9793000,-6195000,15761000,2120000,-12220000,14576000,-10630000,,,,,,,0,,,52000,,-1708000,1059000,2120000.0,2018-05-08,0.28,0.3267,-0.0467,-14.2945,35.130001068115234,7266.899902,2019-05-08,12.0600004196167,7943.319824,AAOI,9.308232274038009,-65.67036705682705,0
2017-12-31,32154000,79855000,58865000,47701000,10320000,11164000,10670000,21834000,55000,-66000,,66000,79855000,-901000,5900000,6049000,9419000,3703000,66000,5716000,9059000,9485000,15534000,5716000,452948000,229661000,82936000,82972000,75768000,59850000,209682000,197943000,70194000,4007000,4007000,4811000,1000000,,36000,10095000,7732000,119672000,70708000,43624000,,559000,99154000,49000000,,49523000,559000,48964000,148677000,19103000,,333276000,,38138000,19000,19451000.0,26786000,142000,,-3400000,-14780000,6000000,20531000,-13181000,763000,5716000,-21033000,6370000,12998000,,,,,,,0,,,61000,,5716000,-177000,5716000.0,2018-02-21,0.89,0.8267,0.0633,7.6569,34.54999923706055,7218.22998,2019-02-21,14.600000381469728,7459.709961,AAOI,3.345418221213281,-57.742400278235515,0
2017-09-30,39372000,88189000,65138000,49507000,18051000,12131000,9190000,21321000,61000,-248000,,248000,-442000,-541000,5300000,5403000,17510000,-1865000,248000,19375000,21407000,17758000,23161000,19375000,438704000,230067000,70930000,70966000,74552000,73029000,192673000,181481000,63903000,4041000,4041000,4838000,0,,36000,10448000,7151000,114262000,76891000,50993000,,3638000,3638000,37371000,,123027000,3638000,37371000,123027000,16801000,,324442000,,32423000,19000,19359000.0,7614000,191000,,482000,13630000,5400000,19998000,-731000,14756000,19375000,-18522000,7062000,36000000,,,,,,,0,,,98000,,27456000,33000,19375000.0,2017-11-07,1.08,1.0163,0.0637,6.2678,37.88999938964844,6767.779785,2018-11-07,19.3799991607666,7570.75,AAOI,11.864603171333844,-48.851941216812946,0
2017-06-30,53282000,117371000,64089000,64089000,34265000,10944000,8073000,19017000,70000,-245000,,245000,-128000,-111000,4500000,4627000,34154000,5083000,245000,29071000,29868000,34399000,39026000,29071000,406986000,218512000,74825000,74867000,59701000,73759000,177662000,165154000,58596000,4007000,4007000,4793000,0,,42000,9131000,8501000,99484000,76670000,53321000,,4552000,4552000,22814000,,82098000,4552000,22814000,82098000,13850000,,307502000,,13047000,19000,19192000.0,40208000,314000,,11361000,13613000,4600000,19276000,7393000,2063000,29071000,-21675000,-1967000,0,,,,,,,0,,,678000,,15153000,-1284000,29071000.0,2017-08-03,1.54,1.3514,0.1886,13.9559,97.98999786376952,6340.339844,2018-08-03,39.41999816894531,7812.009766,AAOI,23.211215143186248,-59.77140623704378,0
2017-03-31,41472000,96224000,54752000,54752000,24315000,9725000,7432000,17157000,35000,-299000,,299000,-621000,-872000,4200000,4302000,23443000,3654000,299000,19789000,24246000,23742000,28044000,19789000,367626000,194222000,59672000,59714000,57503000,66759000,160578000,150566000,54000000,3984000,3984000,4761000,0,,42000,9385000,6028000,91453000,67590000,48252000,,4690000,4690000,23863000,,85659000,4690000,23863000,85659000,10535000,,276173000,,-16024000,19000,18984000.0,9676000,225000,,9062000,28049000,4300000,7662000,16599000,4294000,19789000,-8929000,6779000,-307000,,,,,,,21572000,,,22195000,,9448000,1043000,19789000.0,2017-05-04,1.1,1.012,0.088,8.6957,46.810001373291016,6075.339844,2018-05-04,31.84000015258789,7209.620117,AAOI,18.67023577487956,-31.980347749454996,0
2020-12-31,33923000,116700000,100360000,82777000,25718000,14622000,,25624000,,-2000,10000,12000,116700000,31000,,59000,25747000,6855000,12000,33923000,33923000,25718000,25818000,18892000,449008000,220251000,79025000,79025000,82219000,52005000,228786000,223340000,203125000,3267000,38000,3229000,0,579000,,7002000,579000,106902000,59033000,12447000,5067000,,,39110000,,6363000,0,6363000,6363000,41519000,4423000,350865000,,345495000,209000,52224767.0,31819000,,,4700000,-6535000,6663000,18847000,-11033000,2732000,33923000,-12417000,-15715000,0,,8670000,,9905000,9905000,,,,,-5771000,,38023000,,18892000.0,2021-02-25,0.35,0.29,0.06,20.6897,76.62999725341797,13119.429688,2022-02-25,58.5099983215332,13694.620117,AAON,4.3842639709111175,-23.64609106269614,0
2020-09-30,40848000,135433000,111698000,93924000,26131000,14716000,,14775000,10000,10000,21000,11000,134771000,15000,,58000,26156000,5696000,11000,20460000,20460000,26131000,26225000,20460000,439913000,225531000,70603000,70603000,78819000,66138000,214382000,208878000,196631000,3326000,97000,3229000,,560000,,9971000,560000,103797000,61506000,16038000,2151000,,,33515000,,6351000,0,6351000,6351000,43317000,4191000,344892000,,336508000,209000,52264801.0,34233000,,,-319000,1325000,6631000,15445000,5918000,-4623000,20460000,-15432000,-11045000,0,,5453000,,9910000,9910000,,,,,-1107000,,20460000,,20460000.0,2020-11-05,0.38,0.305,0.075,24.5902,61.68000030517578,11890.929688,2021-11-05,73.9000015258789,15971.589844,AAON,34.317418932500196,19.811934436189848,0
2020-06-30,38131000,126831000,105986000,87465000,22192000,15939000,,15997000,19000,19000,29000,10000,125596000,32000,,58000,22243000,4439000,10000,17804000,17804000,22192000,22311000,17804000,429807000,219775000,61284000,61284000,85411000,61576000,210032000,204428000,190585000,3384000,155000,3229000,,555000,,1943000,555000,115666000,76620000,19698000,2533000,,,30492000,,6340000,0,6340000,6340000,26227000,3794000,322695000,,316035000,209000,52234119.0,25165000,,,-3423000,-1183000,6338000,11633000,-13718000,12637000,17804000,-11620000,5155000,0,,4372000,,9910000,9910000,,,,,5304000,,17804000,,17804000.0,2020-08-06,0.34,0.3733,-0.0333,-8.9204,56.91999816894531,11108.070313,2021-08-06,67.25,14835.759766,AAON,33.55838906274664,18.148282086014866,0
2020-03-31,42947000,138137000,112976000,94536000,27795000,15214000,,15505000,61000,61000,71000,10000,137494000,-27000,,59000,27829000,5976000,10000,21853000,21853000,27795000,27898000,21853000,395620000,196966000,35677000,35677000,72855000,69921000,198654000,193029000,184636000,3442000,213000,3229000,,542000,,2045000,542000,97507000,64185000,13501000,2256000,,,25112000,,6330000,0,6330000,6330000,17896000,3652000,306323000,,306115000,208000,52044110.0,37597000,,,9212000,2439000,6002000,21877000,2789000,-1020000,21853000,-21804000,-8021000,0,,11565000,,9910000,9910000,,,,,-7068000,,7772000,,21853000.0,2020-05-07,0.41,0.3533,0.0567,16.0487,48.58000183105469,8979.660156,2021-05-07,66.29000091552734,13752.240234,AAON,53.14878286135443,36.45532815346986,0
2019-12-31,36381000,122574000,108562000,86193000,23226000,13114000,,29501000,,17000,17000,-66000,122574000,-30000,,59000,23213000,5940000,,36381000,36381000,23226000,23285000,17273000,371424000,187549000,26797000,26797000,73601000,68200000,183875000,178094000,179242000,3501000,272000,3229000,0,597000,,1375000,597000,87616002,56028000,11759000,4627000,,,25256000,,6320000,0,6320000,6320000,17633000,3639000,290140000,,286301000,208000,52078515.0,27342000,0,,1169000,-568000,5139000,6335000,6187000,-6571000,36381000,-6322000,-5020000,0,,4149000,,8342000,8342000,,,,,-2832000,,36381000,,17273000.0,2020-02-27,0.33,0.2933,0.0367,12.5128,57.59000015258789,8566.480469,2021-02-26,77.0999984741211,13192.349609,AAON,53.99964614102479,33.877406268172216,0
2019-09-30,27410000,113832000,99167000,86090000,15030000,12374000,,13058000,9000,9000,9000,,113494000,-7000,,58000,15032000,742000,,13827000,13827000,15030000,15088000,14290000,351900000,170284000,28373000,28373000,80623000,59981000,181616000,175738000,175357000,3560000,331000,3229000,,594000,,1559000,594000,84935000,53103000,11118000,,,,18703000,,,0,,,15169000,3669000,279567000,,276678000,209000,52119295.0,34711000,0,,3343000,-9595000,5867000,14047000,-12887000,3429000,13827000,-10027000,-9994000,0,,5246000,,8303000,8303000,,,,,-1648000,,13827000,,14290000.0,2019-10-31,0.26,0.2833,-0.0233,-8.2245,48.65999984741211,8292.360352,2020-10-30,58.40999984741211,10911.589844,AAON,31.586054884460957,20.036991431512586,0
2019-06-30,30204000,119749000,102801000,89233000,17286000,12912000,,13545000,31000,31000,31000,,119431000,17000,,58000,17334000,3943000,,12961000,12961000,17286000,17344000,13391000,341981000,168360000,13683000,13683000,77044000,72207000,173621000,167631000,171232000,3618000,389000,3229000,,608000,4000000,5696000,608000,89348000,58102000,7885000,,,,18729000,,0,0,,,22294000,3791000,264569000,,262774000,209000,52118180.0,20959000,,,8186000,13610000,5846000,8012000,10258000,3263000,12961000,-11994000,-2425000,0,,5708000,,8303000,8303000,,,,,-2033000,,12961000,,13391000.0,2019-08-01,0.25,0.275,-0.025,-9.0909,51.86000061035156,8111.120117,2020-07-31,59.25,10745.269531,AAON,32.47577863480431,14.24990224194742,0
2019-03-31,25430000,113604000,11417000,88392000,11469000,13677000,,11459000,9000,9000,9000,,113554000,-26000,,59000,11452000,2695000,,10902000,10902000,11469000,11528000,8757000,319238000,146511000,7143000,7143000,74577000,63471000,170931000,166652000,167863000,3676000,447000,3229000,,603000,,1607000,603000,71582000,43082000,5947000,,,,3442000,,0,0,,,13149000,3442000,259370000,,258193000,208000,52099274.0,14913000,,,-5294000,2608000,5914000,8772000,4725000,-2678000,10902000,-8703000,-1061000,0,,4483000,,8303000,8303000,,,,,-473000,,5149000,,8757000.0,2019-05-02,0.21,0.2333,-0.0233,-9.9871,49.52000045776367,8036.77002,2020-05-01,45.40999984741211,8604.950195,AAON,7.069757795557763,-8.299678054036052,0
2018-12-31,27846000,112368000,95217000,84494000,17126000,10723000,13500000,10720000,-184000,25000,,-196000,112343000,-58000,,58000,17093000,4129000,,27795000,27795000,17126000,17184000,12964000,307994000,140658000,1994000,1994000,77612000,60209000,167336000,163003000,166880000,3735000,506000,3229000,0,598000,,1046000,598000,70464000,47491000,10616000,1655000,,,146000,,0,0,0,,13938000,146000,247499000,,249235000,208000,51991242.0,10664000,1000,,-5990000,5702000,4790000,2940000,7439000,-1473000,27795000,493000,-16428000,0,,9346000,,8328000,8328000,,,,,-7850000,,-5271000,,12964000.0,2019-02-28,0.24,0.2767,-0.0367,-13.2635,39.86000061035156,7532.529785,2020-02-28,55.0099983215332,8567.370117,AAON,13.738283970157594,38.008021774207435,1
2018-09-30,32830000,113233000,13248000,80107000,20161000,12667000,,13250000,36000,36000,,,112935000,5000,,58000,20202000,5688000,,14085000,14085000,20161000,20219000,14514000,313804000,144476000,7265000,8517000,79182000,53527000,169328000,164896000,162294000,3793000,564000,3229000,1252000,639000,1252000,3470000,639000,76548000,53071000,16224000,,,,1838000,,0,0,,,15303000,200000,249629000,,249420000,209000,52209643.0,7946000,0,,-9208000,6095000,4427000,8403000,-2233000,8471000,14085000,-3327000,-13208000,0,,5961000,,8400000,8400000,,,,,-4757000,,-8589000,,14514000.0,2018-11-01,0.27,0.28,-0.01,-3.5714,38.220001220703125,7434.060059,2019-11-01,49.11000061035156,8386.400391,AAON,12.810500916616263,28.492933128818198,1
2018-06-30,27661000,110039000,13164000,81927000,14512000,13153000,,13160000,67000,67000,,,109592000,12000,,78000,14591000,2894000,,11691000,11691000,14512000,14590000,11697000,320034000,154428000,15854000,18809000,70467000,58416000,165606000,161121000,157927000,3851000,622000,3229000,2955000,634000,2955000,6973000,634000,93304000,70962000,25127000,,,,1746000,,0,0,,,23611000,200000,238437000,,238228000,209000,52290064.0,25502000,0,,6310000,1460000,4309000,17474000,-810000,2047000,11691000,-11380000,-6441000,0,,7160000,,8400000,8400000,,,,,-6160000,,7681000,,11697000.0,2018-08-02,0.22,0.2167,0.0033,1.5228,37.09999847412109,7802.689941,2019-08-02,46.59999847412109,8004.069824,AAON,2.580903310560001,25.6064700558591,1
2018-03-31,15196000,198313000,94012000,83886000,3552000,11651000,,10212000,68000,68000,,,99086000,-6000,4129000,218000,3614000,460000,,4260000,4260000,3552000,5458000,3154000,306708000,154450000,8173000,17115000,68680000,61662000,152258000,147928000,153783000,3677000,3677000,3677000,8942000,653000,8942000,7230000,653000,78132000,56581000,22214000,1445000,,,10042000,,0,0,,,12925000,200000,239611000,,239401000,210000,52394349.0,10744000,5000,,5946000,162000,4129000,8451000,2897000,-3447000,4260000,-20421000,-3607000,0,,4379000,,8400000,8400000,,,,,-3079000,,-13284000,,3154000.0,2018-05-03,0.08,0.23,-0.15,-65.2174,31.64999961853028,7088.149902,2019-05-03,51.810001373291016,8164.0,AAON,15.178151039052334,63.696688776443345,1
2017-12-31,31075000,104160000,98409000,72777000,17494000,13836000,13000000,26354000,-262000,,,-298000,-5000,5000,3982000,224000,18250000,2480000,,31075000,31075000,17494000,17674000,15770000,296780000,153727000,21457000,27534000,70786000,52009000,143053000,142375000,149963000,0,0,0,6077000,678000,6077000,3398000,678000,70037000,50065000,10967000,1512000,,,9489000,,0,0,,,39098000,,237226000,,237016000,210000,52422801.0,16129000,0,,-3357000,-6961000,3982000,15277000,-11601000,4879000,31075000,-7846000,-10341000,0,,3629000,,6835000,6835000,,,,,-3044000,,-2058000,,15770000.0,2018-02-27,0.3,0.24,0.06,25,38.650001525878906,7330.350098,2019-02-27,41.560001373291016,7554.509766,AAON,3.0579667410586486,7.529106681829378,1
2017-09-30,35658000,113669000,91044000,78010000,22625000,13034000,,13072000,84000,,,,1000,41000,3744000,184000,22750000,8033000,,14717000,14717000,22625000,22934000,14717000,303138000,164141000,23515000,34857000,66117000,57370000,138997000,138308000,146513000,,,,11342000,689000,11342000,5797000,689000,86227000,60615000,18933000,1547000,,,12225000,,0,0,,,37893000,,230298000,,230088000,210000,52513061.0,8105000,0,,3797000,16972000,3744000,9589000,14267000,2836000,14717000,-7706000,-10436000,0,,3623000,,6828000,6828000,,,,,-3481000,,-10037000,,14717000.0,2017-11-02,0.28,0.2867,-0.0067,-2.3369,34.349998474121094,6714.939941,2018-11-02,39.0099983215332,7356.990234,AAON,9.561519516798311,13.56623014386129,1
2017-06-30,31678000,101278000,81619000,69648000,19659000,11971000,,11976000,71000,,,,-48000,34000,3643000,154000,19764000,5970000,,13794000,13794000,19659000,19918000,13794000,285011000,159716000,33552000,46284000,63075000,43949000,125295000,124628000,142839000,,,,12732000,667000,12732000,6408000,667000,82715000,55250000,14108000,1542000,,,12014000,,0,0,,,41142000,577000,217747000,,217537000,210000,52615921.0,23594000,0,,8176000,5940000,3627000,10776000,-1306000,7287000,13794000,-18769000,-2896000,0,,3065000,,,,,,,,-2390000,,1929000,,13794000.0,2017-08-03,0.26,0.2867,-0.0267,-9.3129,33.70000076293945,6340.339844,2018-08-03,38.29999923706055,7812.009766,AAON,23.211215143186248,13.64984679519592,0
2017-03-31,24986000,86084000,71682000,61152000,14457000,10530000,,10713000,60000,,,,6000,11000,3638000,158000,14528000,4311000,,10217000,10217000,14457000,14686000,10217000,265283000,146210000,31623000,38762000,55988000,47411000,119073000,118417000,139272000,,,,7139000,656000,7139000,4049000,656000,61300000,41122000,9936000,1546000,,,12366000,,0,0,,,31186000,569000,211795000,,211585000,210000,52622539.0,10166000,0,,1038000,10569000,3654000,6071000,1560000,8696000,10217000,3269000,-5965000,0,,6303000,,,,,,,,-5405000,,7470000,,10217000.0,2017-05-04,0.19,0.2067,-0.0167,-8.0793,37.25,6075.339844,2018-05-04,29.64999961853028,7209.620117,AAON,18.67023577487956,-20.402685587838178,0
2020-12-31,44328000000,110801000000,72742000000,67111000000,33534000000,5631000000,5163000000,10794000000,747000000,-638000000,747000000,638000000,111439000000,-64000000,,2666000000,33579000000,4824000000,638000000,28755000000,29340000000,34217000000,36883000000,28755000000,354054000000,154106000000,36010000000,76826000000,4973000000,58620000000,199948000000,37933000000,67560000000,,,,355132000000,118745000000,40816000000,13687000000,43270000000,287830000000,132507000000,63846000000,18995000000,12762000000,5000000000,155323000000,,124962000000,7762000000,99281000000,110595000000,48504000000,56042000000,66224000000,,14301000000,51744000000,16823263000.0,38763000000,619000000,,30970000000,25615000000,2666000000,3500000000,21139000000,950000000,28755000000,-8584000000,-32249000000,44000000,24775000000,24775000000,,3613000000,3613000000,,0,0,,-24775000000,,-2070000000,,28755000000.0,2021-01-27,1.68,1.4158,0.2642,18.6608,142.05999755859375,13270.599609,2022-01-27,159.22000122070312,13352.780273,AAPL,0.6192686571921291,12.079405854580273,1
